"Node","Matches"
"PMULTs.sa123.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa123.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa123.a[12:0]', 10, 0)]"
"PMULTs.sa100.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa239.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa239.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa239.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa239.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa239.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa14.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa14.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa14.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa14.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa14.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa121.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa121.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa121.a[12:0]', 11, 0)]"
"PMULTs.sa199.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa199.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa199.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa199.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa199.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa199.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa199.ax5[12:0]', 12, 0)]"
"PMULTs.sa69.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa69.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa69.a[12:0]', 10, 0)]"
"PMULTs.sa224.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa224.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa224.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa224.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa224.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa224.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa224.ax5[12:0]', 12, 0)]"
"PMULTs.sa82.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa82.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa82.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa82.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa82.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa82.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa82.ax5[12:0]', 12, 0)]"
"PMULTs.sa1.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa1.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa1.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa1.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa1.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa1.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa1.ax5[12:0]', 12, 0)]"
"PMULTs.sa38.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa38.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa38.a[12:0]', 11, 0)]"
"PMULTs.sa192.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa192.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa192.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa192.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa192.a_mul_s[12:0]', 12, 0)]"
"160:IF","[]"
"PLC.678:BL","[]"
"PMULTs.sa16.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa16.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa16.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa16.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa16.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa17.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa17.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa17.a[12:0]', 11, 0)]"
"PMULTs.sa111.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa111.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa111.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa111.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa111.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa111.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa111.ax5[12:0]', 12, 0)]"
"PMULTs.sa105.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa105.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa105.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa105.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa105.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa105.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa105.ax5[12:0]', 12, 0)]"
"PMULTs.sa193.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa193.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa193.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa193.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa193.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa193.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa193.ax5[12:0]', 12, 0)]"
"PMULTs.sa140.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa140.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa140.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa140.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa140.a_mul_s[12:0]', 12, 0)]"
"243:BL","[]"
"PMULTs.sa107.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa107.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa107.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa107.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa107.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa107.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa107.ax5[12:0]', 12, 0)]"
"PMULTs.sa6.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa6.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa6.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa6.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa6.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa6.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa6.ax5[12:0]', 12, 0)]"
"PMULTs.sa142.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa142.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa142.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa142.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa142.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa126.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa126.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa126.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa126.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa126.a_mul_s[12:0]', 12, 0)]"
"PLC.679:IF","[]"
"PMULTs.sa131.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.a[12:0]', 11, 0)]"
"PMULTs.sa60.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa60.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa60.a[12:0]', 11, 0)]"
"105:BL","[]"
"PMULTs.sa139.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa139.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa139.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa139.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa139.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa150.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa150.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa150.a[12:0]', 10, 0)]"
"284:IF","[]"
"PMULTs.sa21.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa21.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa21.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa21.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa21.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa21.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa21.ax5[12:0]', 12, 0)]"
"PMULTs.sa40.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa40.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa40.a[12:0]', 10, 0)]"
"PMULTs.sa95.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa95.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa95.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa95.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa95.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa95.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa95.ax5[12:0]', 12, 0)]"
"PMULTs.sa179.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa179.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa179.a[12:0]', 10, 0)]"
"PMULTs.sa186.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa186.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa186.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa186.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa186.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa102.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa102.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa102.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa102.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa102.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa76.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa76.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa76.a[12:0]', 10, 0)]"
"PMULTs.sa236.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa236.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa236.a[12:0]', 11, 0)]"
"PMULTs.sa246.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa246.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa246.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa246.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa246.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa246.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa246.ax5[12:0]', 12, 0)]"
"PMULTs.sa104.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.a[12:0]', 10, 0)]"
"PMULTs.sa130.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.a[12:0]', 10, 0)]"
"260:BL","[]"
"PMULTs.sa208.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa208.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa208.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa208.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa208.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa227.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa227.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa227.a[12:0]', 11, 0)]"
"PMULTs.sa219.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa219.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa219.a[12:0]', 10, 0)]"
"PMULTs.sa250.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa250.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa250.a[12:0]', 11, 0)]"
"PMULTs.sa11.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa11.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa11.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa11.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa11.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa11.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa11.ax5[12:0]', 12, 0)]"
"PMULTs.sa141.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa141.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa141.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa141.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa141.a_mul_s[12:0]', 12, 0)]"
"119:IF","[]"
"PMULTs.sa80.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa80.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa80.a[12:0]', 11, 0)]"
"PMULTs.sa91.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa91.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa91.a[12:0]', 10, 0)]"
"PMULTs.sa172.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa172.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa172.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa172.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa172.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa172.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa172.ax5[12:0]', 12, 0)]"
"PMULTs.sa104.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa149.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa149.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa149.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa149.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa149.a_mul_s[12:0]', 12, 0)]"
"209:CA","[]"
"PMULTs.sa50.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa50.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa50.a[12:0]', 10, 0)]"
"PMULTs.sa117.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa117.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa117.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa117.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa117.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa50.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa50.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa50.a[12:0]', 11, 0)]"
"PMULTs.sa209.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa209.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa209.a[12:0]', 10, 0)]"
"133:IF","[]"
"PMULTs.sa10.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa10.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa10.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa10.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa10.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa10.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa10.ax5[12:0]', 12, 0)]"
"PMULTs.sa249.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa249.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa249.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa249.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa249.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa170.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa170.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa170.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa170.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa170.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa170.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa170.ax5[12:0]', 12, 0)]"
