sig_key,width,toggles
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.y[31:0],32,11 13 8 10 14 11 11 10 11 14 7 11 7 13 10 10 11 13 8 10 5 14 7 10 10 10 7 8 11 15 10 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox0.x[7:0],8,9 14 6 10 13 11 5 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox0.y[7:0],8,10 10 7 8 11 15 10 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox1.x[7:0],8,10 10 13 10 12 12 11 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox1.y[7:0],8,11 13 8 10 5 14 7 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox2.x[7:0],8,10 8 7 11 10 14 12 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox2.y[7:0],8,11 14 7 11 7 13 10 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox3.x[7:0],8,10 14 10 13 9 9 9 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.Sbox3.y[7:0],8,11 13 8 10 14 11 11 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.x[31:0],32,14 11 10 8 11 11 9 9 10 11 11 9 12 10 7 11 9 10 9 12 11 11 12 10 10 9 8 8 12 16 13 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.y[31:0],32,9 11 7 12 14 11 9 7 12 6 11 9 10 8 14 11 11 11 12 7 10 10 7 11 11 12 6 12 7 8 13 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox0.x[7:0],8,10 9 8 8 12 16 13 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox0.y[7:0],8,13 10 4 12 9 6 13 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox1.x[7:0],8,9 10 9 12 11 11 12 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox1.y[7:0],8,11 11 12 7 10 10 7 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox2.x[7:0],8,10 11 11 9 12 10 7 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox2.y[7:0],8,12 6 11 9 10 8 14 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox3.x[7:0],8,14 11 8 10 11 13 9 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB3.Sbox3.y[7:0],8,9 11 7 12 14 11 9 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.x[31:0],32,8 8 8 12 9 13 16 13 12 8 16 12 17 17 13 12 16 12 8 12 13 13 9 13 12 16 12 12 9 9 8 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.y[31:0],32,13 12 13 13 12 9 8 12 9 17 8 12 9 12 12 12 16 12 4 13 12 5 8 9 13 12 8 9 13 9 12 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox0.x[7:0],8,12 16 12 12 9 9 8 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox0.y[7:0],8,13 12 8 9 13 9 12 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox1.x[7:0],8,16 12 8 12 13 13 9 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox1.y[7:0],8,16 12 4 13 12 5 8 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox2.x[7:0],8,12 8 16 12 17 17 13 12
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox2.y[7:0],8,9 17 8 12 9 12 12 12
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox3.x[7:0],8,8 8 8 12 9 13 16 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SBK.Sbox3.y[7:0],8,13 12 13 13 12 9 8 12
